timestamp,ax,ay,az,gx,gy,gz
0,-0.456787,0.312378,0.794434,0.122070,-1.464844,0.305176
11,-0.456909,0.328369,0.810669,0.061035,-2.136230,1.403808
21,-0.457520,0.343628,0.838745,-0.305176,-1.708984,1.403808
31,-0.456787,0.352905,0.861450,-0.610352,-0.610352,1.159668
41,-0.455078,0.349365,0.860474,-0.854492,0.915527,0.976562
51,-0.454468,0.328979,0.789673,-1.281738,2.075195,1.220703
61,-0.454712,0.336182,0.754028,-1.647949,2.258301,1.770019
72,-0.453125,0.345459,0.737305,-1.342773,1.525879,2.197266
82,-0.451538,0.352905,0.742310,-0.671387,0.305176,2.380371
92,-0.450317,0.360718,0.766968,-0.183105,-1.953125,2.380371
103,-0.447876,0.362915,0.799683,-0.122070,-2.136230,2.258301
113,-0.444946,0.356323,0.823853,-0.061035,-1.525879,2.380371
123,-0.443848,0.351685,0.828125,0.000000,-0.671387,2.685547
133,-0.443604,0.367432,0.797974,0.061035,0.000000,3.112793
143,-0.443726,0.389160,0.784424,-0.366211,0.244141,3.295898
153,-0.443359,0.401855,0.776978,-1.342773,0.122070,3.051758
164,-0.442871,0.394653,0.777832,-2.075195,-0.244141,2.319336
174,-0.442505,0.377930,0.783813,-2.563476,-0.793457,1.403808
184,-0.441772,0.364136,0.787476,-2.319336,-0.793457,1.586914
195,-0.442383,0.360352,0.782349,-1.708984,-0.732422,1.953125
205,-0.444336,0.368530,0.767822,-1.464844,-0.915527,2.197266
215,-0.447998,0.389404,0.745483,-1.647949,-1.586914,2.075195
225,-0.448120,0.384277,0.756592,-1.770019,-2.624511,1.586914
235,-0.447021,0.371094,0.781860,-1.647949,-3.662109,1.159668
246,-0.446533,0.360962,0.812134,-1.464844,-4.272461,1.037598
256,-0.447266,0.362305,0.834961,-1.098633,-3.784179,1.586914
266,-0.449219,0.374146,0.844604,-1.403808,-2.868652,1.770019
276,-0.452271,0.390625,0.843750,-1.525879,-1.953125,1.525879
286,-0.454468,0.401123,0.836548,-1.159668,-1.220703,0.915527
296,-0.455566,0.392578,0.811279,-0.976562,-0.854492,0.244141
306,-0.455078,0.380981,0.803467,-1.342773,-0.915527,-0.305176
317,-0.453491,0.364502,0.805542,-1.647949,-1.098633,-0.610352
327,-0.451782,0.351807,0.809082,-1.647949,-1.220703,-0.610352
337,-0.450073,0.355103,0.798584,-0.732422,-0.427246,0.488281
348,-0.447021,0.372803,0.764648,0.610352,0.000000,0.793457
358,-0.439575,0.396729,0.694336,1.403808,-0.061035,0.793457
368,-0.435669,0.413696,0.557495,0.732422,-1.647949,0.793457
378,-0.433838,0.543945,0.070801,0.427246,-6.469726,1.159668
388,-0.444458,0.754150,-0.256226,1.281738,-16.113281,0.549316
398,-0.439941,0.991577,-0.596924,-1.037598,-32.592773,-3.662109
409,-0.406860,1.239746,-0.923706,-7.751464,-57.250973,-13.000487
419,-0.355225,1.506714,-1.094604,-11.657714,-132.324219,-50.231930
429,-0.261108,1.684692,-0.890381,-16.723633,-175.598129,-79.162598
432,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
439,0.000000,0.000000,0.000000,-36.499023,-210.571274,-110.595695
449,0.009277,1.376099,0.650757,-75.439453,-228.088364,-138.977051
459,0.129639,0.986450,1.557007,-138.732910,-224.609360,-161.071762
469,0.204956,-0.228760,2.745239,-199.523911,-203.308090,-175.292953
480,0.156128,-0.978760,3.360962,-205.139145,-169.250473,-179.931625
490,0.132324,-1.769043,3.921509,-139.648437,-122.436516,-171.569809
500,0.203491,-2.534424,3.999878,-35.461426,-54.138180,-145.935059
511,0.421631,-3.129395,3.999878,154.968262,178.710922,-42.480465
521,0.782959,-3.426880,3.999878,185.302719,319.702148,24.291990
531,1.227295,-3.420898,3.851807,155.944824,435.790985,93.322746
541,1.643188,-3.135986,3.027100,95.520012,501.464813,160.217285
551,1.958618,-2.027222,-0.280762,40.710445,512.390137,218.933090
561,1.858276,-1.550903,-1.339722,2.014160,480.590790,265.502930
572,1.750366,-1.242920,-1.661987,-25.146482,425.537079,301.269531
582,1.694946,-1.042480,-1.588867,-45.166012,366.027802,331.237762
592,1.686401,-0.839111,-1.419312,-82.336418,266.113281,389.404266
603,1.697266,-0.519897,-1.349976,-101.013176,224.365219,417.968719
613,1.685547,-0.009399,-1.495972,-112.243645,181.518539,441.650360
623,1.625732,0.687744,-1.735352,-104.675285,134.643555,453.979462
633,1.330566,2.264160,-1.896973,-81.848137,86.303703,450.317352
643,1.129883,2.996704,-1.881714,-62.011715,40.527340,430.236786
653,0.932373,3.652710,-2.032471,-56.884762,-0.793457,395.751923
664,0.723267,3.999878,-2.421509,-67.871094,-42.053219,347.534149
674,0.533691,3.999878,-2.695313,-65.368652,-155.944824,200.561508
684,0.454224,3.999878,-2.404663,-37.353516,-219.116196,104.980461
694,0.505371,3.998047,-1.604126,-29.113768,-264.770508,3.173828
