timestamp,ax,ay,az,gx,gy,gz
0,-0.206177,0.147217,1.005127,3.479004,-5.493164,5.493164
11,-0.205811,0.176758,1.004028,3.967285,-4.272461,5.065917
21,-0.205933,0.195557,0.979248,3.967285,-3.417969,4.089355
31,-0.208618,0.198364,0.912720,3.662109,-3.356933,2.929687
41,-0.207520,0.184814,0.897705,2.929687,-4.150391,1.708984
51,-0.205933,0.161011,0.900391,1.953125,-5.554199,0.671387
61,-0.204346,0.131348,0.913696,1.403808,-7.080078,-0.122070
71,-0.202515,0.106079,0.937866,1.342773,-9.277344,0.244141
81,-0.199951,0.096436,0.976318,1.281738,-9.460449,1.098633
92,-0.196899,0.103271,1.020264,0.976562,-8.544922,1.892090
102,-0.194092,0.112549,1.053467,0.610352,-6.835937,2.258301
112,-0.192261,0.112793,1.060913,0.061035,-4.760742,2.563476
123,-0.191895,0.099121,0.996826,-0.793457,-2.929687,3.051758
133,-0.191772,0.107178,0.950195,-1.586914,-1.892090,3.723144
143,-0.191406,0.129272,0.914429,-1.770019,-1.831055,4.333496
153,-0.191895,0.151245,0.900146,-1.281738,-2.624511,4.455566
163,-0.192383,0.161987,0.911499,1.220703,-5.004883,3.417969
173,-0.191528,0.162720,0.941406,2.136230,-5.554199,2.868652
183,-0.189331,0.164429,0.971191,2.014160,-5.249023,2.502441
194,-0.186646,0.171265,0.977539,0.549316,-4.577637,2.075195
204,-0.187378,0.160889,0.896851,-2.014160,-4.455566,1.586914
214,-0.191162,0.157715,0.847778,-5.187988,-5.615234,1.342773
225,-0.193848,0.172729,0.816284,-9.521484,-8.056641,1.403808
235,-0.195312,0.208618,0.797607,-15.136718,-11.108397,1.586914
245,-0.195801,0.260132,0.779053,-26.611326,-17.333984,0.366211
255,-0.195679,0.319580,0.751343,-30.517576,-20.568846,-1.892090
265,-0.194336,0.372925,0.721924,-31.860350,-24.169920,-5.371093
275,-0.191772,0.403320,0.702393,-31.066893,-27.893064,-9.704590
285,-0.191162,0.430176,0.633057,-29.357908,-31.738279,-14.038085
296,-0.187866,0.479736,0.571655,-28.564451,-36.376953,-18.249512
306,-0.175171,0.553833,0.507202,-29.968260,-42.541500,-23.010252
316,-0.154419,0.618896,0.457397,-34.301758,-50.476070,-29.235838
327,-0.129028,0.645630,0.446533,-41.015621,-59.997555,-37.170410
337,-0.098389,0.619629,0.519043,-50.659176,-80.810539,-56.030270
347,-0.062988,0.548096,0.711914,-49.743649,-87.951653,-64.758301
357,-0.025024,0.455933,0.992798,-46.386715,-89.416496,-71.960449
367,0.034790,0.275757,1.396729,-43.395992,-84.655754,-77.270508
377,0.047729,0.221191,1.382935,-42.846676,-75.866699,-80.505363
388,0.055664,0.184814,1.271118,-44.860836,-66.894531,-82.458488
398,0.055054,0.118042,1.140259,-47.729488,-60.485836,-83.740227
408,0.039063,0.006714,1.066772,-47.668453,-57.739254,-84.106438
419,0.006836,-0.071289,1.094482,-35.278320,-59.082027,-76.904297
429,-0.039429,-0.028442,1.192139,-27.343748,-58.898922,-70.800781
439,-0.097168,0.113770,1.269531,-21.179197,-57.189938,-66.589355
449,-0.165405,0.262451,1.249878,-16.906738,-56.213375,-65.429687
459,-0.302612,0.423096,1.033936,-12.939452,-59.020992,-66.650391
469,-0.345459,0.469604,1.015747,-9.765625,-67.138672,-69.152832
480,-0.364380,0.504395,1.112793,-9.216309,-79.406738,-72.509766
490,-0.353760,0.525513,1.286743,-11.291503,-93.322746,-76.782227
501,-0.294922,0.546509,1.516724,-20.935057,-121.826164,-88.500969
511,-0.172485,0.592163,1.844116,-29.296873,-135.253906,-96.862785
521,0.024658,0.670654,2.428711,-43.395992,-143.798828,-108.154289
532,0.304077,0.751099,3.304077,-61.950680,-137.695312,-123.413078
542,1.015381,0.542236,3.999878,-71.044922,-104.003899,-143.371582
551,1.452393,0.079956,3.999878,-61.279293,-31.677244,-164.978012
562,1.963135,-0.573120,3.999878,-36.499023,81.481926,-181.396469
572,2.557495,-1.199707,3.973511,-3.479004,222.412094,-185.913071
582,3.191528,-1.567749,3.981812,48.522945,486.938446,-156.188965
593,3.748657,-1.533325,3.996826,52.856441,574.584961,-132.995605
603,3.999878,-1.179565,3.911987,44.494625,629.150391,-114.868156
613,3.999878,-0.770142,3.511719,26.428221,659.728943,-103.820793
624,3.995605,-0.330566,2.145142,4.150391,677.551208,-96.008293
634,3.984863,-0.180420,1.510742,-15.258788,689.697205,-87.585442
644,3.992432,-0.088623,0.940063,-27.160643,696.899353,-78.918457
653,3.999756,-0.086182,0.456055,-30.456541,697.143494,-71.533203
664,3.999878,-0.116455,0.069214,-22.155760,676.757751,-57.800289
674,3.956665,-0.108154,-0.232666,-15.808105,660.583435,-51.025387
677,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
683,0.000000,0.000000,0.000000,-7.995605,643.432556,-46.813961
694,3.601685,-0.003174,-0.719727,-1.770019,625.000000,-45.837399
704,3.334961,-0.077637,-1.013672,-0.061035,603.149414,-45.227047
714,2.711548,-0.535400,-1.711914,1.403808,576.293945,-41.198727
725,2.325928,-0.665771,-2.115112,8.422852,543.151855,-32.470703
735,1.920898,-0.630371,-2.482910,19.409180,502.441376,-21.301268
745,1.544800,-0.439331,-2.692871,27.526854,453.979462,-11.596679
755,1.229492,-0.135132,-2.748901,18.493652,348.449677,-8.544922
765,0.972656,0.166992,-2.760376,-0.427246,297.607422,-17.578125
775,0.764404,0.363159,-2.773071,-23.498533,248.107895,-31.616209
785,0.606079,0.408813,-2.767334,-43.457027,200.134262,-47.424313
796,0.401489,0.041260,-2.635742,-54.260250,154.541016,-61.523434
806,0.326416,-0.306641,-2.510010,-55.603024,112.548820,-70.739746
816,0.255127,-0.634644,-2.342773,-52.062984,74.462891,-72.204590
827,0.195557,-0.834595,-2.100098,-46.630856,40.405270,-65.246582
837,0.151611,-0.874023,-1.805054,-37.536621,-10.559081,-36.804199
847,0.115479,-0.807739,-1.548340,-37.292480,-25.756834,-22.216795
857,0.080444,-0.722290,-1.397217,-37.414551,-36.132812,-9.460449
867,0.041016,-0.655640,-1.377441,-34.912109,-44.982906,1.953125
877,-0.035034,-0.427002,-1.667236,-31.616209,-55.847164,12.268065
888,-0.062134,-0.253906,-1.812500,-29.479979,-71.533203,20.263670
898,-0.077271,-0.102539,-1.830444,-28.503416,-92.285149,24.597166
908,-0.080322,-0.022339,-1.727051,-26.916502,-115.661613,25.024412
918,-0.074463,-0.037476,-1.554321,-23.559568,-138.427734,22.766111
929,-0.060547,-0.122559,-1.337158,-13.671874,-175.537094,20.263670
939,-0.042358,-0.203369,-1.105957,-8.300781,-188.110336,23.193357
949,-0.019897,-0.216553,-0.894043,-3.601074,-196.777328,27.893064
959,0.003052,-0.158936,-0.733154,-0.183105,-202.453598,32.226562
969,0.036011,-0.039063,-0.709106,2.685547,-207.153305,34.667969
979,0.063599,-0.036255,-0.825806,5.004883,-213.745102,35.400391
990,0.107300,-0.037109,-0.938721,6.408691,-224.365219,35.339355
1000,0.161255,-0.022095,-0.975342,7.568359,-239.501938,34.729004
