timestamp,ax,ay,az,gx,gy,gz
0,-0.370728,0.226562,0.767212,-23.925779,13.671874,26.550291
10,-0.375610,0.287354,0.635986,-26.367186,11.779784,24.230955
21,-0.373047,0.338013,0.567871,-24.658201,-0.854492,15.319823
31,-0.369873,0.362183,0.548218,-20.996092,-8.850098,9.155273
41,-0.363525,0.337891,0.571411,-17.028809,-16.357422,3.356933
52,-0.353516,0.273193,0.625366,-14.038085,-22.766111,-0.793457
62,-0.330322,0.169434,0.743530,-12.207030,-27.709959,-2.746582
72,-0.318604,0.184814,0.782593,-12.573241,-31.494139,-2.868652
82,-0.308838,0.246948,0.787231,-15.624999,-34.362793,-2.441406
93,-0.302734,0.323853,0.753540,-20.141600,-36.926270,-2.990722
103,-0.296143,0.382813,0.716675,-24.414061,-44.799801,-10.620116
113,-0.286987,0.405518,0.709473,-23.132322,-50.170895,-16.967773
123,-0.277344,0.381104,0.730103,-22.033689,-55.908199,-23.498533
134,-0.270386,0.301025,0.782837,-19.287109,-61.706539,-29.052732
144,-0.263794,0.177979,0.916748,-11.535644,-66.284180,-32.531738
154,-0.218750,0.014282,1.506226,-0.427246,-66.711426,-33.203125
165,-0.190552,0.082031,1.774780,8.544922,-59.448238,-31.616209
176,-0.175537,0.241333,1.862183,11.840819,-43.945309,-30.212400
186,-0.178467,0.416260,1.741211,5.920410,-23.681639,-31.738279
197,-0.196411,0.504761,1.467163,-33.508301,10.925292,-46.630856
207,-0.223877,0.436401,1.130005,-50.292965,17.883301,-56.274410
217,-0.256470,0.241211,0.813721,-59.570309,16.784668,-62.499996
227,-0.288940,0.028564,0.563965,-62.499996,9.033203,-63.415524
238,-0.334961,-0.096069,0.260620,-60.913082,-3.784179,-60.058590
248,-0.339844,0.061401,0.195068,-57.067867,-20.446775,-55.175777
258,-0.326904,0.314331,0.165894,-51.696774,-39.672852,-52.673336
269,-0.297607,0.552856,0.132568,-43.823238,-60.852047,-55.847164
279,-0.252808,0.645142,0.112793,-9.033203,-112.792961,-80.749504
289,-0.183228,0.531250,0.234863,27.954100,-143.676758,-94.543449
299,-0.083374,0.308960,0.590210,75.134277,-172.058090,-101.684563
310,0.028442,0.172607,1.132446,120.117180,-192.443832,-101.318352
320,0.212158,0.372314,2.544312,160.400391,-201.782211,-98.388664
330,0.305176,0.553589,3.377686,192.687973,-197.814926,-97.290031
341,0.405029,0.746460,3.990845,211.364731,-177.307114,-99.487297
351,0.530518,0.966187,3.999878,218.688950,-137.573242,-106.384270
361,0.721191,1.227051,3.999878,220.581039,-78.369141,-120.178215
371,0.994995,1.547607,3.999878,238.220200,86.547844,-181.701645
382,1.336426,1.784912,3.977417,221.618637,176.330551,-230.651840
392,1.697388,1.540161,3.983887,174.072250,256.652832,-280.212402
402,2.013550,0.659790,3.996948,131.408691,321.472137,-315.185547
412,2.432617,-1.619995,3.999878,108.093254,374.694794,-324.218719
420,2.605835,-2.232300,3.969360,0.000000,0.000000,0.000000
422,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
432,2.782959,-2.243164,3.696167,50.659176,484.619110,-262.084961
443,2.951050,-1.830078,3.044434,15.502929,540.832520,-212.829575
453,3.102295,-1.291504,2.194946,-8.728027,586.853027,-170.776352
463,3.218384,-0.775757,1.312500,-30.151365,639.160156,-122.497551
473,3.221680,-0.287109,0.406128,-18.676758,644.836365,-116.577141
484,3.051880,0.104004,-0.475464,5.920410,632.812500,-125.610344
495,2.754028,0.174561,-1.131226,20.629881,604.370117,-143.432617
505,2.125244,-0.876343,-1.397949,13.793944,568.481445,-155.334473
516,1.858765,-1.430054,-1.376587,-5.615234,535.217285,-148.559570
526,1.593506,-1.624512,-1.524902,-19.897461,507.568329,-122.009270
536,1.337646,-1.411255,-1.793091,-15.930175,480.590790,-85.388176
546,1.095459,-0.903076,-2.010986,29.418943,411.254852,-30.090330
557,0.881958,-0.324951,-2.079834,39.550781,371.459930,-23.681639
567,0.713745,0.104126,-2.005371,29.357908,334.045380,-28.503416
577,0.592651,0.278809,-1.846191,8.728027,302.734375,-37.963867
587,0.502563,0.244019,-1.696777,-11.169433,278.320312,-46.386715
598,0.340454,-0.055176,-1.711060,-26.367186,258.972168,-51.147457
608,0.247437,-0.210815,-1.860596,-36.315918,241.149887,-51.757809
618,0.139648,-0.334839,-2.047119,-39.245605,222.045883,-48.889156
628,0.017456,-0.396240,-2.248047,-31.311033,199.707016,-43.945309
639,-0.110474,-0.376465,-2.443726,-13.000487,140.136719,-30.639647
649,-0.218994,-0.301758,-2.621460,-20.507811,101.196281,-23.315428
652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
658,0.000000,0.000000,0.000000,-26.184080,56.518551,-17.395020
669,-0.323486,-0.214233,-2.701172,-26.977537,9.033203,-12.268065
679,-0.317993,-0.200439,-2.445923,-29.235838,-35.461426,-6.835937
689,-0.256836,-0.105591,-1.435791,-32.775879,-69.946289,-2.075195
700,-0.244141,-0.093018,-1.002686,-35.156250,-90.332024,0.976562
710,-0.257690,-0.115967,-0.758179,-35.400391,-98.144524,2.929687
720,-0.290039,-0.134644,-0.671997,-33.386230,-98.388664,4.943848
730,-0.333740,-0.115112,-0.684692,-27.221678,-94.238274,10.437011
741,-0.384888,-0.059692,-0.770874,-26.977537,-94.970695,12.329101
751,-0.432251,-0.002808,-0.904907,-26.733397,-99.792473,12.695312
761,-0.463257,0.022705,-1.036499,-23.315428,-109.191887,11.901855
772,-0.456421,0.042725,-1.101685,-17.211914,-122.192375,11.108397
782,-0.427490,0.107910,-0.997192,-11.779784,-137.084961,10.437011
793,-0.392944,0.194458,-0.824585,-10.375976,-151.428223,8.972168
803,-0.361450,0.247925,-0.632568,-13.671874,-163.146957,5.554199
814,-0.345215,0.222534,-0.472168,-19.104004,-171.081528,-0.183105
824,-0.347412,0.112671,-0.373901,-26.306150,-176.879868,-12.695312
834,-0.368530,-0.067261,-0.356934,-29.296873,-177.429184,-15.197753
845,-0.402222,-0.315796,-0.425537,-34.912109,-179.260239,-12.268065
855,-0.424438,-0.601074,-0.554321,-41.809078,-184.570297,-2.075195
865,-0.379517,-0.874756,-0.737061,-45.715328,-194.335922,14.892577
876,-0.317383,-0.702026,-0.701050,-44.555660,-207.580551,35.034180
886,-0.246948,-0.353271,-0.594360,-40.344234,-222.106918,52.856441
896,-0.192871,0.038818,-0.455444,-40.710445,-235.778793,63.659664
907,-0.176636,0.342773,-0.319702,-66.040039,-256.408691,56.701656
917,-0.187744,0.520874,-0.191406,-72.998047,-263.366699,41.076656
928,-0.191162,0.615723,-0.037476,-70.678711,-267.883301,21.118162
938,-0.182129,0.629395,0.148560,-75.622559,-268.737793,0.183105
948,-0.203491,0.266235,0.401611,-95.214836,-265.869141,-18.798828
959,-0.218750,-0.005981,0.471069,-113.525383,-261.535645,-33.691406
969,-0.232056,-0.142822,0.622925,-112.060539,-257.751465,-43.334957
979,-0.239746,-0.088745,0.887573,-94.543449,-253.662094,-48.950191
990,-0.257202,0.050659,1.178955,-87.341301,-231.689438,-62.377926
1000,-0.297119,0.121826,1.398926,-101.196281,-212.402328,-75.256348
